11,320
24,320
37,320
50,320
63,320
80,300
92,290
105,285
115,280
127,270
139,290
150,295
163,290
178,295
189,310
203,305
213,315
227,290
240,310
251,300
263,300
278,295
289,305
303,305
315,305
328,310
341,330
355,315
367,310
378,305
391,310
410,280
421,285
434,305
447,315
460,295
473,245
486,230
499,270
512,295
